model,uid,recommendation,positive,recall,precision,f1,wcoverage
gemma2-9b-it,15957,The Devil Wears Prada - by Lauren Weisberger,TRUE,0,0,NA,0.5388888888888889
gemma2-9b-it,15957,The Guernsey Literary and Potato Peel Pie Society - by Mary Ann Shaffer,TRUE,0,0,NA,0.13888888888888887
gemma2-9b-it,16777,A Tale of Two Cities - by Charles Dickens,TRUE,0.3333333333333333,0.5,0.4,0.02777777777777779
gemma2-9b-it,16777,Far From the Madding Crowd - by Thomas Hardy,TRUE,0,0,NA,0
gemma2-9b-it,16777,The Da Vinci Code - by Dan Brown,FALSE,0.25,1,0.4,0.1222222222222222
gemma2-9b-it,16777,The Hitchhiker's Guide to the Galaxy - by Douglas Adams,FALSE,0,0,NA,0.25
gemma2-9b-it,19760,Hatchet - by Gary Paulsen,FALSE,0,0,NA,0.5249999999999999
gemma2-9b-it,19760,The Lies of Locke Lamora - by Scott Lynch,TRUE,0.25,0.5,0.3333333333333333,0.15555555555555556
gemma2-9b-it,19760,The Lost Symbol - by Dan Brown,FALSE,0.16666666666666666,1,0.2857142857142857,0.3138888888888889
gemma2-9b-it,19760,The Name of the Wind - by Patrick Rothfuss,TRUE,0.2,0.5,0.28571428571428575,0.13055555555555554
gemma2-9b-it,27740,The Da Vinci Code - by Dan Brown,FALSE,0.4,1,0.5714285714285715,0.41666666666666663
gemma2-9b-it,27740,The Mists of Avalon - by Marion Zimmer Bradley,TRUE,0,0,NA,0
gemma2-9b-it,27740,The Moon is a Harsh Mistress - by Robert Heinlein,FALSE,0.16666666666666666,1,0.2857142857142857,0.3055555555555555
gemma2-9b-it,27740,The Silent Patient - by Alex Michaelides,TRUE,0,0,NA,0.13888888888888887
gemma2-9b-it,28735,A Walk in the Woods - by Bill Bryson,TRUE,0.25,0.5,0.3333333333333333,0.27222222222222225
gemma2-9b-it,28735,The Handmaid's Tale - by Margaret Atwood,FALSE,0,0,NA,0.38055555555555554
gemma2-9b-it,28735,The Road - by Cormac McCarthy,FALSE,0.3333333333333333,1,0.5,0.3166666666666667
gemma2-9b-it,28735,The Snow Leopard - by Peter Matthiessen,TRUE,0.3333333333333333,1,0.5,0.09166666666666667
gemma2-9b-it,30276,Gone Girl - by Gillian Flynn,FALSE,0,0,NA,0.26944444444444443
gemma2-9b-it,30276,The Last Mrs. Parrish - by Liv Constantine,TRUE,0.8333333333333334,1,0.9090909090909092,0.28055555555555556
gemma2-9b-it,30276,The Nightingale - by Kristin Hannah,FALSE,0.5,0.6666666666666666,0.5714285714285715,0.711111111111111
gemma2-9b-it,30276,The Secret Keeper - by Kate Morton,TRUE,0.75,0.6,0.6666666666666665,0.2611111111111111
gemma2-9b-it,37034,The Da Vinci Code - by Dan Brown,FALSE,0.6,0.75,0.6666666666666665,0.2638888888888889
gemma2-9b-it,37034,The Elegance of the Hedgehog - by  Muriel Barbery,TRUE,0.5,1,0.6666666666666666,0.08055555555555556
gemma2-9b-it,37034,The Hitchhiker's Guide to the Galaxy - by Douglas Adams,FALSE,0.5,1,0.6666666666666666,0.3055555555555555
gemma2-9b-it,37034,The Remains of the Day - by Kazuo Ishiguro,TRUE,0.4,1,0.5714285714285715,0.3666666666666667
gemma2-9b-it,37293,The Martian Chronicles - by Ray Bradbury,FALSE,0,0,NA,0.2972222222222222
gemma2-9b-it,37293,The Moon is a Harsh Mistress - by Robert Heinlein,TRUE,0.4,1,0.5714285714285715,0.18888888888888888
gemma2-9b-it,37293,The Murderbot Diaries: All Systems Red - by Martha Wells,TRUE,0.2,0.5,0.28571428571428575,0.01111111111111111
gemma2-9b-it,37293,The Stand - by Stephen King,FALSE,0.25,0.5,0.3333333333333333,0.26666666666666666
gemma2-9b-it,44595,The Chronicles of Amber - by Roger Zelazny,TRUE,0.4,1,0.5714285714285715,0.325
gemma2-9b-it,44595,The Elfstones of Shannara - by Terry Brooks,TRUE,0.2,1,0.33333333333333337,0.2916666666666667
gemma2-9b-it,44595,The Girl with the Dragon Tattoo - by Stieg Larsson,FALSE,0.4,1,0.5714285714285715,0.4694444444444445
gemma2-9b-it,44595,The Martian - by Andy Weir,FALSE,0.4,0.6666666666666666,0.5,0.5277777777777777
gemma2-9b-it,47194,The Help - by Kathryn Stockett,FALSE,0,0,NA,0.5305555555555556
gemma2-9b-it,47194,The Nightingale - by Kristin Hannah,FALSE,0,0,NA,0.6694444444444444
gemma2-9b-it,47194,The Rose Garden - by Sarah Morgan,TRUE,0,0,NA,0.08888888888888889
gemma2-9b-it,47194,The Secret Keeper - by Kate Morton,TRUE,0.2,1,0.33333333333333337,0.20277777777777775
gemma2-9b-it,50845,The Handmaid's Tale - by Margaret Atwood,TRUE,0.2,1,0.33333333333333337,0.11944444444444444
gemma2-9b-it,50845,The Lord of the Rings - by J.R.R. Tolkien,FALSE,0.25,1,0.4,0.4527777777777778
gemma2-9b-it,50845,The Mists of Avalon - by Marion Zimmer Bradley,TRUE,0.2,1,0.33333333333333337,-3.4694469519536138e-18
gemma2-9b-it,50845,The Name of the Rose - by Umberto Eco,FALSE,0,0,NA,0.04166666666666666
gemma2-9b-it,51449,The Da Vinci Code - by Dan Brown,FALSE,0,0,NA,0.2611111111111111
gemma2-9b-it,51449,The Girl on the Train - by Paula Hawkins,FALSE,0,0,NA,0.14722222222222223
gemma2-9b-it,51449,The Name of the Rose - by Umberto Eco,TRUE,0.2,1,0.33333333333333337,0.28888888888888886
gemma2-9b-it,51449,The Remains of the Day - by Kazuo Ishiguro,TRUE,0.25,0.5,0.3333333333333333,0.01666666666666666
gemma2-9b-it,53304,Angels & Demons - by Dan Brown,TRUE,0.3333333333333333,1,0.5,0.11111111111111108
gemma2-9b-it,53304,One for the Money - by Janet Evanovich,TRUE,0,0,NA,0
gemma2-9b-it,53304,The Girl on the Train - by Paula Hawkins,FALSE,0.4,1,0.5714285714285715,-0.01111111111111111
gemma2-9b-it,53304,The Silent Patient - by Alex Michaelides,FALSE,0.2,1,0.33333333333333337,-0.06388888888888886
gemma2-9b-it,54589,The Chain - by Adrian McKinty,FALSE,0,0,NA,0.40277777777777773
gemma2-9b-it,54589,The Guest List - by Lucy Foley,TRUE,0.25,0.5,0.3333333333333333,0.16944444444444445
gemma2-9b-it,54589,The Institute - by Stephen King,FALSE,0,0,NA,0.2555555555555556
gemma2-9b-it,54589,The Silent Patient - by Alex Michaelides,TRUE,0.25,0.5,0.3333333333333333,0.25
gemma2-9b-it,56246,High Fidelity - by Nick Hornby,TRUE,0.3333333333333333,0.5,0.4,0.08333333333333334
gemma2-9b-it,56246,Pride and Prejudice - by Jane Austen,FALSE,0,0,NA,0.03055555555555554
gemma2-9b-it,56246,The Firm - by John Grisham,TRUE,0,0,NA,0
gemma2-9b-it,56246,The Remains of the Day - by Kazuo Ishiguro,FALSE,0.4,1,0.5714285714285715,0.36944444444444446
gemma2-9b-it,57302,The Da Vinci Code - by Dan Brown,FALSE,0.4,0.6666666666666666,0.5,0.2305555555555555
gemma2-9b-it,57302,The Devil in the White City - by Erik Larson,TRUE,0.4,1,0.5714285714285715,0.3083333333333333
gemma2-9b-it,57302,The Hotel New Hampshire - by John Irving,TRUE,0.2,1,0.33333333333333337,0.30000000000000004
gemma2-9b-it,57302,The Kite Runner - by Khaled Hosseini,FALSE,0.6,0.75,0.6666666666666665,0.26666666666666666
gemma2-9b-it,57935,Pillars of the Earth - by Ken Follett,TRUE,0.3333333333333333,1,0.5,0.28888888888888886
gemma2-9b-it,57935,The Count of Monte Cristo - by Alexandre Dumas,TRUE,0.4,1,0.5714285714285715,0.3055555555555556
gemma2-9b-it,57935,The Handmaid's Tale - by Margaret Atwood,FALSE,0.25,0.5,0.3333333333333333,0.25555555555555554
gemma2-9b-it,57935,The Shining - by Stephen King,FALSE,0.2,0.5,0.28571428571428575,0.6583333333333333
gemma2-9b-it,58834,The Da Vinci Code - by Dan Brown,FALSE,0.16666666666666666,1,0.2857142857142857,0.1611111111111111
gemma2-9b-it,58834,The Dry - by Jane Harper,TRUE,0,0,NA,-0.08055555555555555
gemma2-9b-it,58834,The Kite Runner - by Khaled Hosseini,FALSE,0.3333333333333333,1,0.5,0.2
gemma2-9b-it,58834,The Power of the Dog - by Don Winslow,TRUE,0.4,1,0.5714285714285715,0.07500000000000001
gemma2-9b-it,59812,Outlander - by Diana Gabaldon,TRUE,0.25,0.3333333333333333,0.28571428571428575,0.04722222222222224
gemma2-9b-it,59812,The Da Vinci Code - by Dan Brown,FALSE,0.75,0.75,0.75,0.9111111111111112
gemma2-9b-it,59812,The Nightingale - by Kristin Hannah,TRUE,0,0,NA,-0.01666666666666666
gemma2-9b-it,59812,The Secret History - by Donna Tartt,FALSE,0.5,1,0.6666666666666666,0.25277777777777777
gemma2-9b-it,66640,Gone Girl - by Gillian Flynn,FALSE,0,0,NA,0.8055555555555555
gemma2-9b-it,66640,The Da Vinci Code - by Dan Brown,FALSE,0.3333333333333333,0.5,0.4,0.20277777777777775
gemma2-9b-it,66640,The Girl on the Train - by Paula Hawkins,TRUE,0.5,0.6666666666666666,0.5714285714285715,0.15555555555555556
gemma2-9b-it,66640,The Shack - by William P. Young,TRUE,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.08055555555555556
gemma2-9b-it,69929,The Da Vinci Code - by Dan Brown,FALSE,0.25,0.5,0.3333333333333333,0.19444444444444448
gemma2-9b-it,69929,The Girl with the Dragon Tattoo - by Stieg Larsson,FALSE,0,0,NA,0.35833333333333334
gemma2-9b-it,69929,The Lost City of Z - by David Grann,TRUE,0.2,0.5,0.28571428571428575,0.01111111111111111
gemma2-9b-it,69929,The Martian - by Andy Weir,TRUE,0.4,1,0.5714285714285715,0.4833333333333333
gemma2-9b-it,72975,The Color Purple - by Alice Walker,TRUE,0,0,NA,0
gemma2-9b-it,72975,The Da Vinci Code - by Dan Brown,FALSE,0.4,0.6666666666666666,0.5,0.12777777777777777
gemma2-9b-it,72975,The Nightingale - by Kristin Hannah,FALSE,0.75,1,0.8571428571428571,0.8111111111111111
gemma2-9b-it,72975,Tuesdays with Morrie - by Mitch Albom,TRUE,0,0,NA,0
gemma2-9b-it,72992,The Adventures of Sherlock Holmes - by Sir Arthur Conan Doyle,TRUE,0.16666666666666666,1,0.2857142857142857,0.08055555555555555
gemma2-9b-it,72992,The Art of War - by Sun Tzu,FALSE,0,0,NA,0.21111111111111108
gemma2-9b-it,72992,The Count of Monte Cristo - by Alexandre Dumas,TRUE,0.25,1,0.4,0.125
gemma2-9b-it,72992,The Prince - by Niccolò Machiavelli,FALSE,0.25,0.5,0.3333333333333333,-0.1388888888888889
gemma2-9b-it,75096,Good Omens - by Terry Pratchett and Neil Gaiman,FALSE,0,0,NA,0.00277777777777776
gemma2-9b-it,75096,The Handmaid's Tale - by Margaret Atwood,FALSE,0.16666666666666666,1,0.2857142857142857,0.28888888888888886
gemma2-9b-it,75096,The Mists of Avalon - by Marion Zimmer Bradley,TRUE,0.3333333333333333,1,0.5,0.05277777777777777
gemma2-9b-it,75096,The Sparrow - by Mary Doria Russell,TRUE,0,0,NA,0.06666666666666667
gemma2-9b-it,79687,A Scanner Darkly - by Philip K. Dick,FALSE,0,0,NA,0.06944444444444445
gemma2-9b-it,79687,Do Androids Dream of Electric Sheep? - by Philip K. Dick,TRUE,0,0,NA,0
gemma2-9b-it,79687,The Lord of the Rings: The Fellowship of the Ring - by J. R. R. Tolkien,FALSE,0,0,NA,0.5805555555555555
gemma2-9b-it,79687,The Silmarillion - by J. R. R. Tolkien,TRUE,0,0,NA,-0.16666666666666663
gemma2-9b-it,80135,Steppenwolf - by Hermann Hesse,TRUE,1,0.8,0.888888888888889,0.4888888888888889
gemma2-9b-it,80135,The Elegance of the Hedgehog - by  Muriel Barbery,FALSE,1,0.5,0.6666666666666666,0.7916666666666665
gemma2-9b-it,80135,The Master and Margarita - by Mikhail Bulgakov,FALSE,0.6666666666666666,1,0.8,0.3027777777777778
gemma2-9b-it,80135,The Stranger - by Albert Camus,TRUE,0,0,NA,0.07222222222222222
gemma2-9b-it,80754,Das Mädchen mit dem Drachen Tattoo - by Stieg Larsson,FALSE,0.8333333333333334,1,0.9090909090909092,0.2861111111111111
gemma2-9b-it,80754,Der Club der toten Dichter - by N.H. Kleinbaum,FALSE,0,0,NA,0.3666666666666667
gemma2-9b-it,80754,Der Schwarm - by Frank Schätzing,TRUE,0.6,1,0.7499999999999999,0.33333333333333337
gemma2-9b-it,80754,Die unendliche Geschichte - by Michael Ende,TRUE,0,0,NA,0.36944444444444446
gemma2-9b-it,88976,Into the Wild - by Jon Krakauer,TRUE,0.4,1,0.5714285714285715,0.2638888888888889
gemma2-9b-it,88976,The Girl with the Dragon Tattoo - by Stieg Larsson,FALSE,0.25,0.5,0.3333333333333333,0.5
gemma2-9b-it,88976,The Road - by Cormac McCarthy,FALSE,0.4,1,0.5714285714285715,0.6611111111111111
gemma2-9b-it,88976,The Shining - by Stephen King,TRUE,0,0,NA,0
gemma2-9b-it,89852,Flowers in the Attic - by V.C. Andrews,FALSE,0.3333333333333333,1,0.5,0.5277777777777778
gemma2-9b-it,89852,The Secret Life of Bees - by Sue Monk Kidd,TRUE,0.16666666666666666,1,0.2857142857142857,0.08611111111111111
gemma2-9b-it,89852,The Shining - by Stephen King,FALSE,0.25,0.5,0.3333333333333333,0.01666666666666666
gemma2-9b-it,89852,Watchers - by Dean Koontz,TRUE,0.3333333333333333,1,0.5,0.10833333333333332
gemma2-9b-it,91184,1984 - by George Orwell,FALSE,0.4,1,0.5714285714285715,0.075
gemma2-9b-it,91184,The Alchemist - by Paulo Coelho,TRUE,0,0,NA,0.30833333333333335
gemma2-9b-it,91184,The Da Vinci Code - by Dan Brown,FALSE,0.5,1,0.6666666666666666,0.2611111111111111
gemma2-9b-it,91184,The Lean Startup - by Eric Ries,TRUE,0.6,1,0.7499999999999999,0.20277777777777775
gemma2-9b-it,94865,Gone Girl - by Gillian Flynn,FALSE,0.25,0.5,0.3333333333333333,0.4611111111111111
gemma2-9b-it,94865,The Devotion of Suspect X - by Keigo Higashino,TRUE,0,0,NA,0.26388888888888884
gemma2-9b-it,94865,The Girl on the Train - by Paula Hawkins,FALSE,0,0,NA,0.3055555555555555
gemma2-9b-it,94865,The Guest Cat - by  Takashi Hiraide,TRUE,0,0,NA,0.08888888888888889
gemma2-9b-it,95593,Moby Dick - by Herman Melville,FALSE,0,0,NA,-0.10555555555555556
gemma2-9b-it,95593,The Lord of the Rings - by J.R.R. Tolkien,FALSE,0.5,0.6666666666666666,0.5714285714285715,0.3944444444444444
gemma2-9b-it,95593,The Man Who Mistook His Wife for a Hat - by Oliver Sacks,TRUE,0.3333333333333333,0.25,0.28571428571428575,-0.05
gemma2-9b-it,95593,"Where'd You Go, Bernadette - by Maria Semple",TRUE,0.6666666666666666,1,0.8,0.4333333333333333
gemma2-9b-it,99252,The Firm - by John Grisham,TRUE,0,0,NA,0
gemma2-9b-it,99252,The Nightingale - by Kristin Hannah,TRUE,0.4,1,0.5714285714285715,0.21944444444444447
gemma2-9b-it,99252,The Notebook - by Nicholas Sparks,FALSE,0.3333333333333333,1,0.5,0.3416666666666666
gemma2-9b-it,99252,The Shack - by William P. Young,FALSE,0,0,NA,0.6527777777777778
gemma2-9b-it,102399,The Da Vinci Code - by Dan Brown,FALSE,0.2,1,0.33333333333333337,0.18888888888888888
gemma2-9b-it,102399,The Haunting of Hill House - by Shirley Jackson,TRUE,0.25,0.3333333333333333,0.28571428571428575,0.01111111111111111
gemma2-9b-it,102399,The Hitchhiker's Guide to the Galaxy - by Douglas Adams,FALSE,0,0,NA,0.36111111111111105
gemma2-9b-it,102399,The Shining - by Stephen King,TRUE,0,0,NA,0.00833333333333333
gemma2-9b-it,104443,The Da Vinci Code - by Dan Brown,FALSE,0,0,NA,0.2583333333333333
gemma2-9b-it,104443,The Girl on the Train - by Paula Hawkins,FALSE,0,0,NA,0.26944444444444443
gemma2-9b-it,104443,The Night Circus - by Erin Morgenstern,TRUE,0.2,0.5,0.28571428571428575,0.1277777777777778
gemma2-9b-it,104443,The Ocean at the End of the Lane - by Neil Gaiman,TRUE,0.3333333333333333,1,0.5,0.15000000000000002
gemma2-9b-it,109461,Ceremony - by Leslie Marmon Silko,TRUE,0,0,NA,-0.075
gemma2-9b-it,109461,The Diamond Age - by Neal Stephenson,FALSE,0.2,0.5,0.28571428571428575,0.03333333333333331
gemma2-9b-it,109461,The Overstory - by Richard Powers,FALSE,0.25,1,0.4,0.1972222222222222
gemma2-9b-it,109461,The Round House - by Louise Erdrich,TRUE,0.3333333333333333,1,0.5,0.26666666666666666
gemma2-9b-it,112412,1984 - by George Orwell,FALSE,0.3333333333333333,1,0.5,0.3
gemma2-9b-it,112412,The Guernsey Literary and Potato Peel Pie Society - by Mary Ann Shaffer,TRUE,0.6666666666666666,1,0.8,0.4055555555555555
gemma2-9b-it,112412,The Handmaid's Tale - by Margaret Atwood,FALSE,0.25,1,0.4,0.5
gemma2-9b-it,112412,The House in the Cerulean Sea - by T.J. Klune,TRUE,0.3333333333333333,1,0.5,0.44166666666666665
gemma2-9b-it,115150,A Thousand Splendid Suns - by Khaled Hosseini,TRUE,0.3333333333333333,1,0.5,0.1527777777777778
gemma2-9b-it,115150,The Alchemist - by Paulo Coelho,FALSE,0.5,0.5,0.5,-0.03333333333333335
gemma2-9b-it,115150,The Da Vinci Code - by Dan Brown,FALSE,0.2,1,0.33333333333333337,0.6777777777777777
gemma2-9b-it,115150,The Kite Runner - by Khaled Hosseini,TRUE,0.25,0.5,0.3333333333333333,0.25277777777777777
gemma2-9b-it,117581,Fifty Shades of Grey - by E. L. James,FALSE,0.6,1,0.7499999999999999,0.386111111111111
gemma2-9b-it,117581,Little Women - by Louisa May Alcott,TRUE,0.4,1,0.5714285714285715,0.08888888888888888
gemma2-9b-it,117581,The Call of the Wild - by Jack London,TRUE,0.3333333333333333,1,0.5,0.07777777777777778
gemma2-9b-it,117581,The Hunger Games - by Suzanne Collins,FALSE,0.5,1,0.6666666666666666,0.32222222222222224
gemma2-9b-it,122086,The Andromeda Strain - by Michael Crichton,TRUE,0,0,NA,-0.00277777777777777
gemma2-9b-it,122086,The Da Vinci Code - by Dan Brown,FALSE,0.75,0.75,0.75,0.40277777777777773
gemma2-9b-it,122086,The Girl with the Dragon Tattoo - by Stieg Larsson,FALSE,0.5,0.6666666666666666,0.5714285714285715,0.20277777777777775
gemma2-9b-it,122086,The Pillars of the Earth - by Ken Follett,TRUE,0.4,0.6666666666666666,0.5,0.00277777777777777
gemma2-9b-it,123988,The Da Vinci Code - by Dan Brown,FALSE,0.6,1,0.7499999999999999,0.10833333333333334
gemma2-9b-it,123988,The Hitchhiker's Guide to the Galaxy - by Douglas Adams,FALSE,0.16666666666666666,1,0.2857142857142857,0.1972222222222222
gemma2-9b-it,123988,The Power of Habit - by Charles Duhigg,TRUE,0.4,1,0.5714285714285715,0.37777777777777777
gemma2-9b-it,123988,"Thinking, Fast and Slow - by Daniel Kahneman",TRUE,0.3333333333333333,0.5,0.4,0.07222222222222222
gemma2-9b-it,124233,Death on the Nile - by Agatha Christie,TRUE,0.4,0.6666666666666666,0.5,0.23333333333333336
gemma2-9b-it,124233,The Guest List - by Lucy Foley,TRUE,0,0,NA,0
gemma2-9b-it,124233,The Handmaid's Tale - by Margaret Atwood,FALSE,0,0,NA,0.4
gemma2-9b-it,124233,The Left Hand of Darkness - by Ursula K. Le Guin,FALSE,1,0.6666666666666666,0.8,1.0166666666666666
gemma2-9b-it,125396,Stone Fox - by John Reynolds Gardiner,TRUE,0,0,NA,0.3944444444444444
gemma2-9b-it,125396,The Boxcar Children - by Gertrude Chandler Warner,FALSE,0,0,NA,0.4972222222222222
gemma2-9b-it,125396,The Magic Tree House: Dinosaurs Before Dark - by Mary Pope Osborne,FALSE,0,0,NA,0.3111111111111111
gemma2-9b-it,125396,The One and Only Ivan - by Katherine Applegate,TRUE,0,0,NA,0.08333333333333336
gemma2-9b-it,126814,Knitting for Dummies - by Susan Brittain,FALSE,0,0,NA,0.4166666666666667
gemma2-9b-it,126814,The Cat Who Walked Through Walls - by Lilian Jackson Braun,TRUE,0.2,1,0.33333333333333337,0.01388888888888887
gemma2-9b-it,126814,The Mists of Avalon - by Marion Zimmer Bradley,TRUE,0.3333333333333333,0.5,0.4,0.18055555555555555
gemma2-9b-it,126814,The Witch's Book of Self-Care - by Arin Murphy-Hiscock,FALSE,0,0,NA,0.2027777777777778
gemma2-9b-it,127481,Nickel and Dimed: On (Not) Getting By in America - by Barbara Ehrenreich,TRUE,0,0,NA,0
gemma2-9b-it,127481,The 7 Habits of Highly Effective People - by Stephen R. Covey,FALSE,0,0,NA,0.21111111111111108
gemma2-9b-it,127481,The Da Vinci Code - by Dan Brown,FALSE,0,0,NA,0.20277777777777775
gemma2-9b-it,127481,The Immortal Life of Henrietta Lacks - by Rebecca Skloot,TRUE,0,0,NA,0.03055555555555554
gemma2-9b-it,127914,The Call of the Wild - by Jack London,TRUE,0,0,NA,0.04722222222222222
gemma2-9b-it,127914,The Joy Luck Club - by Amy Tan,FALSE,0.25,1,0.4,0.3944444444444444
gemma2-9b-it,127914,The Notebook - by Nicholas Sparks,FALSE,0.6,1,0.7499999999999999,0.3638888888888888
gemma2-9b-it,127914,The Shining - by Stephen King,TRUE,0.16666666666666666,1,0.2857142857142857,0.08888888888888889
gemma2-9b-it,130157,The Girl on the Train - by Paula Hawkins,FALSE,0.16666666666666666,1,0.2857142857142857,0.3055555555555555
gemma2-9b-it,130157,The Guest List - by Lucy Foley,TRUE,0,0,NA,0.11388888888888889
gemma2-9b-it,130157,The Notebook - by Nicholas Sparks,FALSE,0,0,NA,-0.01666666666666668
gemma2-9b-it,130157,The Silent Patient - by Alex Michaelides,TRUE,0,0,NA,0.4444444444444444
gemma2-9b-it,136193,Gilead - by Marilynne Robinson,TRUE,0,0,NA,0.09722222222222222
gemma2-9b-it,136193,The Girl on the Train - by Paula Hawkins,FALSE,0,0,NA,0.3611111111111111
gemma2-9b-it,136193,The Known World - by Edward P. Jones,TRUE,0,0,NA,0.26666666666666666
gemma2-9b-it,136193,The Nightingale - by Kristin Hannah,FALSE,0,0,NA,0.5333333333333333
gemma2-9b-it,137803,Homo Faber - by Max Frisch,TRUE,0.3333333333333333,1,0.5,0.01666666666666666
gemma2-9b-it,137803,The Da Vinci Code - by Dan Brown,FALSE,0.2,0.5,0.28571428571428575,0.31111111111111106
gemma2-9b-it,137803,The Handmaid's Tale - by Margaret Atwood,FALSE,0.3333333333333333,1,0.5,0.3277777777777778
gemma2-9b-it,137803,The Metamorphosis - by Franz Kafka,TRUE,0.2,1,0.33333333333333337,0.06111111111111111
gemma2-9b-it,139206,Gone Girl - by Gillian Flynn,FALSE,0.4,1,0.5714285714285715,0.525
gemma2-9b-it,139206,The Guernsey Literary and Potato Peel Pie Society - by Mary Ann Shaffer,TRUE,0.5,1,0.6666666666666666,0.03055555555555555
gemma2-9b-it,139206,The House in the Cerulean Sea - by T.J. Klune,TRUE,0.5,1,0.6666666666666666,0.06111111111111111
gemma2-9b-it,139206,The Nightingale - by Kristin Hannah,FALSE,0.25,0.5,0.3333333333333333,0.5861111111111111
gemma2-9b-it,142076,Cat's Cradle - by Kurt Vonnegut,TRUE,0,0,NA,0
gemma2-9b-it,142076,The Cost of Discipleship - by Dietrich Bonhoeffer,TRUE,0.3333333333333333,1,0.5,-0.00555555555555554
gemma2-9b-it,142076,The Da Vinci Code - by Dan Brown,FALSE,0,0,NA,0.3222222222222222
gemma2-9b-it,142076,The Name of the Rose - by Umberto Eco,FALSE,0.25,1,0.4,-0.03055555555555554
gemma2-9b-it,142772,The Guernsey Literary and Potato Peel Pie Society - by Mary Ann Shaffer,TRUE,0.2,1,0.33333333333333337,0.13055555555555554
gemma2-9b-it,142772,The Nightingale - by Kristin Hannah,TRUE,0.2,1,0.33333333333333337,0.2611111111111111
gemma2-9b-it,142772,The Notebook - by Nicholas Sparks,FALSE,0.25,0.5,0.3333333333333333,0.4805555555555556
gemma2-9b-it,142772,The Time Traveler's Wife - by Audrey Niffenegger,FALSE,0.2,1,0.33333333333333337,0.35833333333333334
gemma2-9b-it,147045,Fifty Shades of Grey - by E. L. James,FALSE,0.2,1,0.33333333333333337,0.35277777777777775
gemma2-9b-it,147045,The Da Vinci Code - by Dan Brown,FALSE,0.4,1,0.5714285714285715,0.4972222222222222
gemma2-9b-it,147045,The Great Gatsby - by F. Scott Fitzgerald,TRUE,0.5,1,0.6666666666666666,0.13888888888888887
gemma2-9b-it,147045,The Nightingale - by Kristin Hannah,TRUE,0.6666666666666666,1,0.8,0.04722222222222221
gemma2-9b-it,147307,The Da Vinci Code - by Dan Brown,FALSE,0,0,NA,0.6027777777777777
gemma2-9b-it,147307,The Guernsey Literary and Potato Peel Pie Society - by Mary Ann Shaffer,TRUE,0,0,NA,-0.06388888888888888
gemma2-9b-it,147307,The Notebook - by Nicholas Sparks,FALSE,0.75,0.6,0.6666666666666665,0.44166666666666665
gemma2-9b-it,147307,The Secret Garden - by Frances Hodgson Burnett,TRUE,0.4,0.6666666666666666,0.5,0.01388888888888887
gemma2-9b-it,148121,The Cider House Rules - by John Irving,TRUE,0,0,NA,0
gemma2-9b-it,148121,The Color Purple - by Alice Walker,TRUE,0,0,NA,0.21388888888888885
gemma2-9b-it,148121,The Girl on the Train - by Paula Hawkins,FALSE,0,0,NA,0.45000000000000007
gemma2-9b-it,148121,The Witness - by Nora Roberts,FALSE,0.16666666666666666,1,0.2857142857142857,0.4055555555555555
